word,ran
理察,0.343348857904742
里基,0.740399234546774
博比,0.66960685565744
羅德,0.984075960572855
羅捷,0.765453289544066
羅恩,0.161997750206217
羅伊,0.055180460805159
魯珀特,0.378424298835858
雷諾,0.893098258641513
羅素,0.2620183497178
山姆,0.934792688152638
山帝,0.217447153254086
肖恩,0.403744568162358
錫德,0.107209504940209
斯坦,0.617924415303182
史蒂芬,0.535870618669722
所羅門,0.202506699944924
泰德,0.546432710988499
得利,0.103266689559373
湯瑪斯,0.133575172172014
帝莫西,0.019010149979347
湯米,0.68037513919725
狄奧多理,0.863395108021992
特洛伊,0.492658457119649
維維安,0.753959687929419
文斯,0.656496822481668
華萊士,0.200673044244319
華倫,0.707094999803658
溫斯敦,0.253855077651872
威爾弗里德,0.158322233697546
威利斯,0.482214973535163
亞伯勒,0.997716595811494
亞當,0.630766751399967
艾爾頓,0.357600717081266
安摩斯,0.484591654874882
阿伯特,0.894025479573791
阿利斯泰爾,0.901311299612814
安迪,0.966023552228311
安東尼,0.720561569267838
阿奇,0.641891967936583
奧古斯丁,0.594942202037521
奧布里,0.3601006432906
布里安,0.980464022208505
巴塞洛繆,0.84247709485148
班捷明,0.076398903413595
伯特,0.558462403186206
鮑伯,0.400010658740008
布拉德富得,0.742760021507135
布倫丹,0.640632776928818
巴德,0.105267857049328
卡汶,0.164064558391313
克尼斯丁,0.981838581949254
錫德里克,0.970756131876864
查克,0.656563150200958
克拉倫斯,0.472596608761569
克里門,0.949711145604218
寇蒂斯,0.300536080787534
克林特,0.278349089869975
科林,0.630361062054654
西里爾,0.236536362924145
大貝,0.592682198126597
丹,0.14578031840362
達倫,0.075933823279735
狄恩,0.94040661828888
德莫特,0.232653495619383
狄克,0.48233276011826
唐納德,0.838607923310578
道格,0.860460489681904
達德,0.144936174230039
德懷特,0.195940178761906
愛賓里查,0.303242940304725
埃德加,0.829697821694472
愛德溫,0.864721244210169
埃爾羅伊,0.756014431742688
埃里克,0.273516256321398
尤金,0.638150794610965
弗雷迪,0.942636260091371
弗格斯,0.410928532717538
法蘭克,0.153125611471868
弗雷德,0.162102875874823
加雷思,0.123663565762025
吉恩,0.86995528180391
喬治,0.612344266774038
格里,0.448837095709681
賈爾斯,0.02360262537515
戈登,0.066818423085854
格雷戈里,0.373931419302672
吉地恩,0.60893381852807
哈爾,0.527411429286537
哈利,0.583927490891245
霍勒斯,0.737751850768649
休,0.439427158883974
海曼,0.853488123648804
希拉瑞,0.747031456199707
亨佛來,0.167561072097977
伊恩,0.741168728039978
艾弗,0.166430854838684
埃溫,0.299440101710017
嘉伯,0.686263023024847
杰克,0.30253604931207
傑生,0.778040093873998
傑夫,0.933126766731705
杰羅姆,0.967549215458906
傑西,0.49916196912061
喬克,0.352304439563647
強尼,0.790939282278853
約瑟夫,0.872180148563291
賈斯丁,0.405650954533105
克,0.124837496282068
肯尼思,0.359810945098377
凱文,0.756270724697235
柯克,0.230286682806703
蘭斯,0.960709823364294
萊恩,0.949276546471166
李納德,0.176793434204942
萊斯特,0.767524760978953
林肯,0.106846679719731
萊昂內爾,0.192763085540184
路克,0.63611448023258
林,0.415603184391348
馬丁,0.746138832722434
馬芬,0.721038905592877
馬休,0.742729676397456
蒙諾,0.12789259326595
默文,0.93013993064273
米基,0.337868401440834
米奇,0.619468065554937
莫特,0.456646921666748
蒙哥馬莉,0.155701268449625
內森,0.677334511181193
納爾生,0.56328383346976
諾爾伯,0.606604739526891
尼得,0.758120257305802
尼克,0.44045432011065
諾爾,0.852357158881951
奧利,0.143429873108502
奧斯瓦爾德,0.419356681019878
奧齊,0.895627695661237
鄂圖,0.20657745607717
派翠克,0.698269851725008
皮特,0.434596253852824
菲力蒲,0.383122898478234
伯理,0.736583646685335
派爾斯,0.674748956430786
瑞雷,0.943918330228028
倫道夫,0.088216948693638
雷,0.264387178859651
雷金納德,0.5985021944076
里奇,0.118050922538631
羅布,0.340772883319303
羅勃,0.665205924742011
羅德里克,0.351895528306565
羅傑,0.288172695177857
龍尼,0.160949788003936
魯道夫,0.365487776462151
拉斯,0.10786659987301
羅蘭德,0.229448067818356
撒姆森,0.701405786458156
薩米,0.336205198817547
司各脫,0.316859299813049
塞布,0.246458634486202
悉尼,0.635768233890232
斯坦萊,0.843352741070451
史蒂華,0.609614880856894
史都華,0.365919894666611
特爾,0.41130917191079
西奧,0.859181630617077
帝姆,0.95612072604478
扥比,0.818049570157696
東尼,0.620678555627346
泰倫斯,0.398056906963212
烏爾班,0.867307693987598
維克,0.082679879347805
文森特,0.553211309338282
沃利,0.119924059154891
韋恩,0.841125559533008
威爾,0.089682847170462
威利,0.260739051117934
